start_date,recipient_last_name,recipient_first_name,corp_id,display_name,first_name,last_name,what_is_your_grade_level,would_you_like_to_be_a_mentor_or_a_mentee,would_you_prefer_a_mentee_within_your_business_unit_group,what_are_your_strongest_skills_please_choose_your_top_3,what_topics_are_you_knowledgeable_on_please_choose_your_top_3,which_expectations_can_you_help_fulfill_please_choose_your_top_3,do_you_prefer_2_2_or_would_you_be_comfortable_mentoring_more_than_one_person,would_you_consider_yourself_an_extrovert_or_an_introvert,which_personality_type_would_you_prefer_to_be_paired_with,which_of_the_following_best_describes_you_as_a_person,please_tell_us_in_your_own_words_why_you_want_to_be_a_mentor_what_are_your_expectations_and_intended_outcomes_please_provide_a_detailed_response_of_3_4_sentences,are_there_any_special_considerations_that_you_would_like_known_when_your_application_is_reviewed_is_your_desire_to_participate_based_on_certain_criteria_that_you_have_in_mind_that_was_not_covered_in_the_previous_questions_please_list_that_information_here,would_you_prefer_a_mentor_with_your_current_job_role_or_one_above,what_skills_would_you_like_to_improve_please_choose_your_top_3,what_topics_are_you_interested_in_please_choose_your_top_3,what_are_your_expectations_for_this_program_please_choose_your_top_3,would_you_consider_yourself_an_extrovert_or_an_introvert_2,which_personality_type_would_you_prefer_to_be_paired_with_2,which_of_the_following_best_describes_you_as_a_person_2,please_tell_us_in_your_own_words_why_you_want_to_be_a_mentee_what_are_your_expectations_and_intended_outcomes_please_provide_a_detailed_response_of_3_4_sentences,are_there_any_special_considerations_that_you_would_like_known_when_your_application_is_reviewed_is_your_desire_to_participate_based_on_certain_criteria_that_you_have_in_mind_that_was_not_covered_in_the_previous_questions_please_list_that_information_here_2,affiliation_group,affiliation_unit,source_year
45427.383784722224,Last0034,First0034,CID0034,PERSON_0034,First0034,Last0034,Grade 2,Mentor,Yes,"termbtk/termajf,practicewindow termcyx/termaud growthmatch,plansignal/changeapproach","termdks & learnsummary,termalt termctu,learnapproach","termcay effortapproach termadj effortpath futuredialog termccv,termdco termcyx,termcay termdta-termahf termcyv termddb",1 mentee,Introvert,No preference,Creative / Explorer / Experimenter,"contextfield 2022, termbec termbhd effortapproach termahp termbev methodgroup termazd termcez termbec mentoroutcome planpath termaqc teamchoice. termbsb termaph termbec termbhd effortapproach termbrx termbev termbec termbiy growthview contextfield termboh termalg termdxu termahp. futureview termdmn termdvx termbut termabs termcns optionpath reviewshare termaqr!",,,,,,,,,,,Group 03,Unit 10,2024
45427.532094907408,Last0460,First0460,CID0460,PERSON_0460,First0460,Last0460,Grade 1,Mentee,,,,,,,,,,,Above,"termbog / impactnetwork termdhg,effortframe / termduz,plansignal / changeapproach","termalt termctu,termbhr termaxs/termaoo careerdialog,termdge futureprofile","termarp effortapproach optionmodel termbrc,termcfe termdxu termalt termcnb,termdxn termdxu termbhr contextgroup",Extrovert,Extrovert,Creative / Explorer / Experimenter,termbec termaaa supportrecord termdxu termcqr-termbjf termbhr contextfield termciy termchk termbev termdiz termbec learnguide termaee termdab termbev termbgo contextshare leaderprocess termagm termdpc termdvx termawz termbkw teampath. termbec reviewtopic termdxu termcwq contextfield reasonoutcome termbjs termbev termdiz termbec termaaa termdgn contextfield termadj termbog termcbn optionpath termbad designtrack termbio termdbb,termbec learnguide termdvx termagr termbad designtrack termbio termdbb termbev termagr effortapproach termciy supporttopic. termdiz termbec learnguide termdvx learnwindow termalg termanz termaxw termaul termcqc termbyz termbev termaxw termbgc termbfl termagm contextfield termdxu termeaq. termbec learnguide termdvx termbdo reasoneffort termdxu termbhr termbev termcjs termbxd termddb effortdialog.,Group 02,Unit 06,2024
45427.53361111111,Last0461,First0461,CID0461,PERSON_0461,First0461,Last0461,Grade 1,Mentor,No preference,"termbtk/termajf,practicewindow termcyx/termaud growthmatch,methodfield termagc","termdks & learnsummary,termcsi termbkc,termand mentormodel","termcay effortapproach termadj effortpath futuredialog termccv,termdco termcyx,termbhy termark practicepoint",1 mentee,Extrovert,No preference,Structured / Process-driven / Logical,"termbrg effortapproach termbrx termcxp termcro termdxu growthtopic termaqo termbsh termdmk, termduv termccg termbev termahu changesummary reviewmatch, termbev methodframe termcag termbev termdhy termdvx termdmk.  reviewshare resultroute termcxp termcto termagm termdvx termdfc/termdnf studychoice termdxu termajf termcnb termdvf termbec termcto termdvx termdhy termdmk termalg termcqj termbhs termbev termalt termctu. teamsystem termcxp termcxg termagm termdvx termdch termdxu termdea, termdut termbev termcwa termalg effortapproach termdvp termbla growthrecord, termbqz termcxp termbot contextfield termcvk termcto termcfx termdvx termdfc studychoice practicewindow termcns termcnb, termdwn termdzc termdql, termbga termake termduz termcnb termbev termbot termcbi termbhs termael.",termdhd,,,,,,,,,,Group 02,Unit 02,2024
45427.394988425927,Last0462,First0462,CID0462,PERSON_0462,First0462,Last0462,Grade 3,Mentor,Yes,"termczn termeas/reviewguide termaqk,effortframe/termduz,reviewmatch optionmodel/termbwl","termalt termctu,termbhr termaxs/termaoo careerdialog,termdge futureprofile","termdwn methodeffort futurefield termdhp,termcfe termdxu termalt termcnb,termdco termcyx",1 mentee,Extrovert,No preference,Structured / Process-driven / Logical,termbec learnguide termdvx termagr effortapproach termbrx termakr termaqo termaqc contextmodel teamsystem termcwa termbec termbzf termccj termdxu termcaf/termdpd termaph termcyv termddb. termbec learnguide termdvx termbse effortapproach termcns leaderprocess termark termbro termdvx termdjn termcmz termbkr termdvy termbev termdzd termcqb termcme. termdxu resulttrack termdge termaly termdvx termcto termdxu termahp termdjn termcmz termcyv termddb termbev termabi contextfield termbmh optionrecord termcsf reasonshare.,,,,,,,,,,,Group 06,Unit 12,2024
45427.565659722219,Last0463,First0463,CID0463,PERSON_0463,First0463,Last0463,Grade 10,Mentor,No preference,"termbtk/termajf,termczn termeas/reviewguide termaqk,practicewindow termcyx/termaud growthmatch","termalt termctu,termdzz termajf/skillmodel,termand mentormodel","termarp optionmodel termbrc,termcay effortapproach termadj effortpath futuredialog termccv,termdco termbhr contextgroup",1 mentee,Introvert,No preference,Creative / Explorer / Experimenter,"termalg termdxu termbla contextfield termaqc termchk termbev termcyv termddb, termbec termbiz termbec termbgc termbse termdbn termcag termdvx termccm termchm termdvx termdfc termcqj termbhr teamrecord termbev termbut effortapproach termbay focusdialog studychoice termaqc termbwl termbev termake termbhc.  termcne 17 effortpoint termcyv termddb, termbec futureview optionpath termdvx termdfl termdvx changeshare termaxn termdvx termawz termddb effortapproach termaml termafw termdvx termazn leaderprocess termacu termazy.  designmatch termdab termdks termdyg termabn termacu termbik termaqo termaqc futurefield termbev termaqc termcxi termdhz termalg careerdialog termaml termbyr termalg termaqc termazy termbqz termafg skilloutcome termbwd.",termbec termaaa termdzd termdjl termbio termayz termcuf termdjn termbqz termbfz termdxu termbla termdvf termark logictopic termebb contextfield termddb futureview termagr termdbn termdvx termccm termchm.,,,,,,,,,,Group 02,Unit 08,2024
45427.576215277775,Last0464,First0464,CID0464,PERSON_0464,First0464,Last0464,Grade 8,Mentor,No preference,"termbtk/termajf,practicewindow termcyx/termaud growthmatch,effortframe/termduz","termalt termctu,termanz optionmodel,termdge futureprofile","termdpc termdvx termagr termark termccm termavi,termarp optionmodel termbrc,termdco termbhr contextgroup",2 mentees,Extrovert,No preference,Structured / Process-driven / Logical,"termbec termdmn termbsh termdvx skilleffort termaqc futurethread termbev contextshare termaqo termaqc termccm termchm.  termaum termcgx reviewshare teamsystem teamchoice impactwindow 2016 termbev termbec careerframe termbmz termaqc termcfj termdvx termbzm termazy, planpath termcty termcmg termatp, termbzm termcqj termbrb.  termbec termdmn termbrg termdpy termdvx termbzm termazy leaderthread termdvx leaderthread termcuf termaok termbqz, contextfield reviewshare termbzq, termbqz termeag termdzd termagr termdox.",reasonchoice/effortapproach,,,,,,,,,,Group 01,Unit 02,2024
45427.544224537036,Last0465,First0465,CID0465,PERSON_0465,First0465,Last0465,Grade 6,Mentor,No preference,"termbog/impactnetwork termdhg,termbtk/termajf,termako/termcqa","resultroute termdvr,termbhr termaxs/termaoo careerdialog,termdge futureprofile","termcfe termdxu termalt termcnb,termdco termcyx,termcay termdta-termahf termcyv termddb",2 mentees,Introvert,No preference,Structured / Process-driven / Logical,"termbec termbut termamd supportsystem termdvx termagr effortapproach termagg termaqo reviewshare teamchoice planpath termcfa termayc, termbqp termdvf effortapproach termahp termbev termbrx. termbec termbmz termahu changesummary termbev termbsh termdmk termaqb termcqj studytopic termayh. teamsystem termbev effortframe termafg termbvw termafm termcnb leaderprocess termbhr logicthread.","termbec termbiq termdvx termagr effortapproach termcxy, termbec termbut effortthread contextfield reviewshare teamchoice termazu termbev termbut teambridge termdxu termbla. termbec futureview optionpath methodeffort termdvx termbla reviewshare termarl, termals reasonshare termafg termdzc practicerecord termadp termdcp termbkw termbdc termagm.",,,,,,,,,,Group 06,Unit 01,2024
45427.588113425925,Last0466,First0466,CID0466,PERSON_0466,First0466,Last0466,Grade 5,Mentor,No preference,"termbtk/termajf,practicewindow termcyx/termaud growthmatch,effortframe/termduz","termdks & learnsummary,termalt termctu,termdzz termajf/skillmodel","termclr contextshare,termcfe termdxu termalt termcnb,termdco termcyx",2 mentees,Extrovert,No preference,Structured / Process-driven / Logical,"termbec learnguide termdvx termagr effortapproach termbrx termakr termbec learnguide termdvx termcto termdmk termcjs termbev growthwindow changesummary, termaum leadermatch termaml practicerecord contextfield termdxu termcbz termcyv termddb termbev termbec learnguide termdvx termagr termbqz termdvx termdmk. termdxu termcwa termbev learnrecord termapx futureview termbse termdbn termclu termbev termcag termdvx termbas termbec termbrx.",reasonchoice/effortapproach,,,,,,,,,,Group 05,Unit 04,2024
45427.378645833334,Last0467,First0467,CID0467,PERSON_0467,First0467,Last0467,Grade 7,Mentor,No preference,"termbog/impactnetwork termdhg,termanh/termcnn,termbtk/termajf","termalt termctu,resultroute termdvr,termdzz termajf/skillmodel","termdwn methodeffort futurefield termdhp,termarp optionmodel termbrc,termdco termcyx",2 mentees,Introvert,No preference,Creative / Explorer / Experimenter,termbec termaaa termcwf termdvx growthwindow changesummary termdvx termaqc termcsi termbqz termdsx termamd termbvm contextfield termdxu termalt termeaq. termbvv focusframe termaqc reviewmodel termaqo â€˜termdtz termbyz termchhâ€™. termbyzâ€™studyfield termcqc termakh termakn termbev termbtx termaqc termcrj termbja termaqc termapn termaqo termcko termdvx termamg termcqj termdmt termajr. termbvw termbrb 1. termdau termdvx logicthread 2. termbqj effortapproach termapk 3. projectoutcome termand,termbec futureview termdtr termdvx termbut termaqc termbqu termdvx termdbm termbqp termdvf termbrx termbev termahp. termbqz termbhd termdzd termark termbqu termdoa valueoutcome termaqc termbkb,,,,,,,,,,Group 01,Unit 06,2024
45427.598009259258,Last0468,First0468,CID0468,PERSON_0468,First0468,Last0468,Grade 6,Mentor,No preference,"termbtk/termajf,practicewindow termcyx/termaud growthmatch,termako/termcqa","resultroute termdvr,termbhr termaxs/termaoo careerdialog,learnapproach","termclr contextshare,termcfe termdxu termalt termcnb,termdco termcyx",1 mentee,Extrovert,No preference,Structured / Process-driven / Logical,termbec termbut termamd contextfield termaqc termdph impacteffort leaderprocess futurepoint effortpoint termbev termbgc termckd contextguide focuspoint termbev termdhy termdvx termazy mentorprocess leaderprocess termdhy termbev termcag studychoice termdpc termdvx detailthread termaqc termazn termbje.,termbec learnguide termdvx termbnn termakr termbec termbmz termbsh termdmk termbev termaqk termdzc termanr.,,,,,,,,,,Group 06,Unit 08,2024
45427.599409722221,Last0469,First0469,CID0469,PERSON_0469,First0469,Last0469,Grade 9,Mentor,No preference,"termbtk/termajf,termczn termeas/reviewguide termaqk,practicewindow termcyx/termaud growthmatch","termalt termctu,termanz optionmodel,termdzz termajf/skillmodel","termclr contextshare,termarp optionmodel termbrc,termdco termcyx",1 mentee,Introvert,No preference,Creative / Explorer / Experimenter,termbec termdny termdvx termagr effortapproach termbrx termakr termbec termaju termcav termcmr projecttopic termctu termbev termaca termbqz termdhd termaqo termcfx termaxw termbar contextfield effortapproach termbvv termawd termbnm termdjw termchq termavq(studyfield) reasonframe termaqc reviewmatch termdvx reviewfield termaqc termakz leaderprocess termcfx.,"termbec termaoa termdxu termbet termahp termdvx termagr termblo termdvx reviewfield termaqc termazn termbev planwindow termaam. termdoa termbyz termcxp logicmodel reviewmatch leaderprocess termcfx termdvx mentoranalysis termdvx termaul termdto termabs termbev termdco effortapproach termcns termbev termdfc termajq termalg termdto termabs, termbou supportbridge termcxp termdzd termagr termdpj termaqo supportsignal contextfield termaso termald. termbec termbot termaoa termduz termdgh termals studypath termajz termbev termake termarw termdhh termdvx termagr termdhn termdvf termbec contextprocess termdvx methodframe termaqc termakz goalguide termdvx termdxu termbet termahp. termbec termaaa termdyz!",,,,,,,,,,Group 05,Unit 10,2024
45427.604479166665,Last0337,First0337,CID0337,PERSON_0337,First0337,Last0337,Grade 5,Mentor,No preference,"termbtk/termajf,practicewindow termcyx/termaud growthmatch,methodfield termagc","termalt termctu,resultroute termdvr,termbhr termaxs/termaoo careerdialog","termcfe termdxu termalt termcnb,termdco termcyx,termdco termbhr contextgroup",1 mentee,Introvert,No preference,Structured / Process-driven / Logical,"termbec termadw contextfield termaio-termdto termbvu-termdto, termbev termaaa termbrr termdvx termdch termdxu termcwa termbev contextshare termalg termdmk termdvx termcto termbkw termdvx termccm termdvx termcqj termbmj termdxi contextfield termcqj futurethread.  careersummary, reviewshare termaly effortapproach termciv termdvx termbzm methodeffort termddb termazy, termdwn termadj termcqc termbkw, termbev termdpa termdpc practiceapproach learngroup termbut contextfield termdqx.  termaqk termanr termaly termabs termciv termdvx termcto termdfc termaqc termcsi termcjl termcyv termddb.",termcpr.,,,,,,,,,,Group 02,Unit 03,2024
45427.610717592594,Last0471,First0471,CID0471,PERSON_0471,First0471,Last0471,Grade 7,Mentor,No preference,"termanh/termcnn,termczn termeas/reviewguide termaqk,practicewindow termcyx/termaud growthmatch","resultroute termdvr,termanz optionmodel,termdzz termajf/skillmodel","termarp optionmodel termbrc,termcay effortapproach termadj effortpath futuredialog termccv,termcfe termdxu termalt termcnb",2 mentees,Introvert,Introvert,Structured / Process-driven / Logical,"termdvf effortapproach termckm termdjm, termbec termdqs teamsystem termccj termdxu termebx valueprocess, termbqe futureview termbut termchw termagm learnoutcome termapf studychoice termdpc termdvx termdco termdxu termbhs termbev termalt termcrn termebx studychoice.  termbpx termazy termbut termdcr termagm termcqc termcqj termcla contextfield termaqq optionmodel termbio termanh termcbn, termbev termbec futureview termdzm termaqc termcfj termdvx termagr effortapproach termbkx termbio termcuk contextfield termcqj termeaq, termbtm leaderprocess termbas insighttrack termdvf termaan termbio termalh.","contextfield termaqc termbgj, termaum leadermatch termawb termcww careersystem termcko termaxw termcpb termdvx termcjx futurefield methodmodel termbio methodeffort termaqq termcbn. futureframe termdvx termdxu termbla contextfield termaqq optionmodel, termbec termaaa termdrm termaqo termaga termazy termaxw termebt termdvx termcjx termdki termcbn termalg careersystem, termcjj, termbev termdhy termdvx termawz termbkw termapj contextfield termcqj termeaq",,,,,,,,,,Group 03,Unit 01,2024
45427.614629629628,Last0472,First0472,CID0472,PERSON_0472,First0472,Last0472,Grade 8,Mentor,No preference,"termbtk/termajf,plansignal/changeapproach,methodfield termagc","termdks & learnsummary,termalt termctu,termanz optionmodel","termarp optionmodel termbrc,termcfe termdxu termalt termcnb,termdco termcyx",1 mentee,Extrovert,No preference,Structured / Process-driven / Logical,"termbec termbmz efforttrack, supportbridge termbev supportsignal termalg termcko termabn termaqc termebr.  termbec termbfx termdwn termbov termbev termbec termcdb termdvx termasi studychoice termdea termbev termbla contextfield termaqc termcbc termaqo termaqk termark termazy termazn termcjl termchs termbev logicpath.",termdhd,,,,,,,,,,Group 05,Unit 01,2024
45427.610196759262,Last0473,First0473,CID0473,PERSON_0473,First0473,Last0473,Grade 8,Mentor,No preference,"termbtk/termajf,termczn termeas/reviewguide termaqk,practicewindow termcyx/termaud growthmatch","resultroute termdvr,termanz optionmodel,learnapproach","termarp optionmodel termbrc,termcay effortapproach termadj effortpath futuredialog termccv,termcfe termdxu termalt termcnb",1 mentee,Introvert,No preference,Structured / Process-driven / Logical,"termbec termbut leadermatch termbev termbeo termbut practicerecord, termbev termbec termaaa learnoutcome focusbridge termakr termaqo termbkw. termaum termbdq methodgroup termduv termdhf termdvx termbev termdfn planpath termaqc termcwa termbev contextshare termaqo termbas termadj methoddialog skillframe termagm - termckn termdvf termbyz termbgk termdvx practicepath termbev reviewguide termblu contextfield termdxu termbhs termbev termalt termcjl. termdvf effortapproach termbrx, termbec futureview optionpath termdvx termcxg effortapproach termahp termdvx termbmx termdxu termdea termbev termcwa (termbhs termbev termalt)termdvx termdwc termalg termcig termdvy, termdvn, insightbridge, termbev termcwm termbxe effortgroup termbut. termbec termadw termbec termbgc termbse termbpg termaeu termdvx termcto termbkw termbiz termbja termdki contextfield termaqc termcil termaqo termcqj termbhs termaxg. termbui termbot termdyz termcqc termcna termcqj planrecord termbev termaaa termbiq termdvx termdfn planpath termcqj termdea termbev termcwa.",,,,,,,,,,,Group 01,Unit 09,2024
45427.395879629628,Last0474,First0474,CID0474,PERSON_0474,First0474,Last0474,Grade 2,Mentee,,,,,,,,,,,Above,"termanh / termcnn,termbtk / termajf,effortframe / termduz","termalt termctu,resultroute termdvr,termbhr termaxs/termaoo careerdialog","termcfe termdxu termalt termcnb,termdxn termdxu termbhr contextgroup,termbhy termark practicepoint",Extrovert,No preference,Creative / Explorer / Experimenter,termbec futureview optionpath termdvx termbut termavq termaxw termbgc termbfl termagm termbev practicepoint leaderprocess termagm. termdxu termdei termdfw termaly termdvx termbut termcag leaderprocess termdxu termbhr termbev termdvx termdfc effortapproach termcns termalg termdxu termbrx termbqz termcxp termdfl practicenetwork termdxu termchn.,termbec futureview termdjn termcmz termalg termark termccm termbrx.,Group 04,Unit 03,2024
45427.630439814813,Last0022,First0022,CID0022,PERSON_0022,First0022,Last0022,Grade 7,Mentor,No preference,"termbtk/termajf,termczn termeas/reviewguide termaqk,effortframe/termduz","resultroute termdvr,termbhr termaxs/termaoo careerdialog,termdge futureprofile","termarp optionmodel termbrc,termcfe termdxu termalt termcnb,termdco termbhr contextgroup",1 mentee,Extrovert,No preference,Creative / Explorer / Experimenter,"termbec learnguide termdvx termagr effortapproach termbrx termdvx termcto termdmk termalg termalt termctu, effortframe, termbev careerdialog futurefield termcdm termbqz termcxp termcto termbkw termdlx termcyv termddb.  termdxu termaaw termafg termaqc termakz termdvf termbsb termaph, termdvx termdwc contextfield termaqc termctu termbev termdcc termaqo termark termcbw termaxw effortgroup termaly mentorprocess leaderprocess termcto contextfield termdki termbqc.",termbsb termaph termbhd termdxu termdpd termbjc termdvx termaqc teamchoice termdvf effortapproach termbrx termbev termbyz termbhd effortapproach termasy termbla termdvf termdta termdvf effortapproach termciv leaderprocess termagm termdvx growthwindow changesummary.,,,,,,,,,,Group 04,Unit 06,2024
45427.649004629631,Last0475,First0475,CID0475,PERSON_0475,First0475,Last0475,Grade 8,Mentor,No preference,"termbtk/termajf,termczn termeas/reviewguide termaqk,practicewindow termcyx/termaud growthmatch","termalt termctu,termanz optionmodel,termdzz termajf/skillmodel","termarp optionmodel termbrc,termcfe termdxu termalt termcnb,termdco termbhr contextgroup",1 mentee,Introvert,No preference,Structured / Process-driven / Logical,"termaqc termaow practiceeffort termaqo termdxu termalt termcjl termaly termbsh termdmk termdwn, termcjs, termdco termbev termamg termcww--termdqf termbqz termbhv optionpath leaderprocess termbkw. termdmk termbut termaaq termbev termdfl termdvx termcto termagm changeeffort termdxu termbhs termbev termalt termeaq. termbyz termaly termdxu supportpath termbev effortapproach termbvr termcfj leaderprocess termagm termdvx termcto termdmk. termbec termaaa termaro termdvx termaqc termawj termaqo termccm termbev termdef termchh termdvx termaqc termcfj termdvx termdhy reviewshare teamchoice.","termaum termamd termcqo termdvx termaup careersystem termadc planpath termaqc termcao careersystem termdya (termeaw termdxi), termebp termean (termdev careersystem), termbev termapl leaderprocess termdev careersystem (termbad termdev termdhl), termdvf valuesummary termbec termazn termcty impactsignal termcyv termbsh termanz mentoranalysis termbxl, termcjs, termbev termagr termaqc methodapproach termbyq termaqo optionrecord. termbec termbrp termbiz termaqo effortapproach termadj reportapproach termciv termdvx termakg termdxu termabm skillframe contextfield effortapproach teamchoice optionpath reviewshare.",,,,,,,,,,Group 06,Unit 07,2024
45427.646319444444,Last0476,First0476,CID0476,PERSON_0476,First0476,Last0476,Grade 4,Mentor,No preference,"termbog/impactnetwork termdhg,termbtk/termajf,plansignal/changeapproach","termcsi termbkc,termdzz termajf/skillmodel,termdge futureprofile","termcay effortapproach termadj effortpath futuredialog termccv,termcfe termdxu termalt termcnb,termcay termdta-termahf termcyv termddb",1 mentee,Extrovert,No preference,Structured / Process-driven / Logical,termbec termdmn termahu changesummary termdvx termdxu termcsi. termaaw termbev termdei termdfw termafg leaderprocess termaqc termcqn termdvx termdwn termdzc termczl termcqc termcqj termbhr termczw contextfield termcjl termbev termdvx termdpa termagm termdvf effortapproach growthrecord termaqo termboh termals termbxe termbut termcig termdvy.,termbec termaaa termbpk contextfield termcmb termbev termbec reviewfield termazn termalg termanu. termbec futureview termdmn termdvx termcmo learnanalysis termcqc termdki termavr leaderprocess termake termckm termbsv termbev termdpc teamthread termbxe termbgc termagr leaderprocess detailrecord termbev leaderprocess termcex!,,,,,,,,,,Group 06,Unit 01,2024
45427.67732638889,Last0477,First0477,CID0477,PERSON_0477,First0477,Last0477,Grade 5,Mentor,No preference,"termbtk/termajf,termczn termeas/reviewguide termaqk,termako/termcqa","termdks & learnsummary,termanz optionmodel,termdzz termajf/skillmodel","termarp optionmodel termbrc,termcay effortapproach termadj effortpath futuredialog termccv,termdco termcyx",1 mentee,Extrovert,No preference,Creative / Explorer / Experimenter,"termdvf effortapproach detailwindow termanz termebb termbev studysummary termaph 1 termbro termaqo termaqc termbtr teamchoice, termbec termbvk termadw termdtz termals termchh termduv termbdl termdea, methodframe termapf termbev termbrg effortapproach termddl termbje leaderprocess effortapproach termahp termaly termcez effortsignal termbmj leaderprocess termagm. termbec termdmn termbge termcyx termbev teamsystem termdsx termbfx termamd termdxu termciv termdvx reviewfield termbqz focustopic.",,,,,,,,,,,Group 03,Unit 02,2024
45427.678912037038,Last0478,First0478,CID0478,PERSON_0478,First0478,Last0478,Grade 8,Mentor,No preference,"termczn termeas/reviewguide termaqk,practicewindow termcyx/termaud growthmatch,methodfield termagc","termdks & learnsummary,resultroute termdvr,termdge futureprofile","termclr contextshare,termcfe termdxu termalt termcnb,termdco termcyx",1 mentee,Introvert,No preference,Creative / Explorer / Experimenter,"contextfield termdxu termbsp termcbz termbwd termcyv termddb, termbec termbzf futurepoint termdbn termcag planpath termcyo. termafj. termals termdxu detailtrack/termbhr termbla termbgc termagr termaqo termdhy termdvx termazy termbwd, termbec futureview termdmn termaqc termcfj termdvx growthwindow changesummary.",,,,,,,,,,,Group 02,Unit 01,2024
45427.680324074077,Last0479,First0479,CID0479,PERSON_0479,First0479,Last0479,Grade 2,Mentee,,,,,,,,,,,No preference,"practicewindow termcyx / termaud growthmatch,effortframe / termduz,plansignal / changeapproach","termalt termctu,termbhr termaxs/termaoo careerdialog,termdge futureprofile","termcfe termdxu termalt termcnb,termdxn termdxu termbhr contextgroup,termcay termdta-termahf termcyv termddb",Extrovert,No preference,Creative / Explorer / Experimenter,"termbec futureview termdmn termaee termcag studychoice termdpc termdvx termcjs contextfield termdxu termbhr termcyv termddb, termbui termdzc termdvx termaqc termaef termbev termdmn termcez termaum termbgq. termbec termaaa termbot termbgp termbec termbut termdzd leadermatch termark termcfj termdvx termdwn termcnb termbqz futureview termcxg leaderprocess teamfield.",termcci leaderprocess termdna termaux.,Group 02,Unit 11,2024
45427.698483796295,Last0480,First0480,CID0480,PERSON_0480,First0480,Last0480,Grade 8,Mentor,No preference,"termczn termeas/reviewguide termaqk,practicewindow termcyx/termaud growthmatch,methodfield termagc","termanz optionmodel,termdzz termajf/skillmodel,learnapproach","termarp optionmodel termbrc,termcfe termdxu termalt termcnb,termdco termcyx",1 mentee,Introvert,No preference,Structured / Process-driven / Logical,"termbec futureview optionpath termdvx termagr effortapproach termbrx termdiz termbqz termbec termbgc termdxx termdxu termapx termbev termcyg termcwa termalg termdmk. termdxu termbbi termcmr termajf termbhd termdue termduv practicerecord termaxw termdxx termcqj termclu, termcvn, termbev methodapproach termabv termbqz termbec termazi termamg termbls termbrb. reasonframe termaqc reviewmatch termdvx growthwindow changesummary termaly termaoj studychoice termbqp effortapproach termbhs termbev termalt termdxi termbev termbyz termbot termcno termayj termark termcfj termdvx termdwn planpath termbas termbqz termayj projectwindow.",termbec termaaa effortapproach termcns detailsummary termbqe termcxp focuswindow projectmodel termbev termayh termadx studypath methodwindow studychoice termeaz termapi.,,,,,,,,,,Group 04,Unit 10,2024
45427.810196759259,Last0014,First0014,CID0014,PERSON_0014,First0014,Last0014,Grade 6,Mentor,No preference,"termbog/impactnetwork termdhg,termanh/termcnn,termbtk/termajf","termalt termctu,resultroute termdvr,learnapproach","termclr contextshare,termdwn methodeffort futurefield termdhp,termdco termcyx",1 mentee,Extrovert,No preference,Structured / Process-driven / Logical,termcjs termdxu effortframe. termcto termalg termdxu termbla contextfield termbhr termctu,termanz termbec termbgc termcto contextfield termaqc termbog termclp,,,,,,,,,,Group 03,Unit 04,2024
45427.818067129629,Last0481,First0481,CID0481,PERSON_0481,First0481,Last0481,Grade 8,Mentor,Yes,"termanh/termcnn,termbtk/termajf,practicewindow termcyx/termaud growthmatch","resultroute termdvr,termbhr termaxs/termaoo careerdialog,learnapproach","termclr contextshare,termarp optionmodel termbrc,termcay effortapproach termadj effortpath futuredialog termccv",2 mentees,Extrovert,Extrovert,Structured / Process-driven / Logical,"termdxu termcwa termafg termcfd termbov termdvx termaqc termbmj growthrecord termdvx termccc termclv, methodmatch projectinsight termbev detailthread termcjl termdpc termbxe termdzx termadh termbyl termdvx reviewfield.",termdzd termcou,,,,,,,,,,Group 01,Unit 04,2024
45427.910266203704,Last0482,First0482,CID0482,PERSON_0482,First0482,Last0482,Grade 8,Mentor,Yes,"termbtk/termajf,termczn termeas/reviewguide termaqk,plansignal/changeapproach","termalt termctu,termand mentormodel,learnapproach","termcfe termdxu termalt termcnb,termdco termcyx,termcay termdta-termahf termcyv termddb",1 mentee,Extrovert,No preference,Structured / Process-driven / Logical,termdvx termcto termdco termake termcrj termddb termbev termckd termasb termdvx detailthread termbre termcnb termbev termbhr termapg.,,,,,,,,,,,Group 02,Unit 04,2024
45427.920555555553,Last0483,First0483,CID0483,PERSON_0483,First0483,Last0483,Grade 8,Mentor,No preference,"termbtk/termajf,practicewindow termcyx/termaud growthmatch,effortframe/termduz","termalt termctu,termanz optionmodel,termbhr termaxs/termaoo careerdialog","termdwn methodeffort futurefield termdhp,termdco termcyx,termbhy termark practicepoint",2 mentees,Introvert,No preference,Creative / Explorer / Experimenter,termbvv termcno termagm termdvx termdwn planpath termbev termdch termdea termbev termcwa termdvx resultwindow termdxu termcqn termdeh termddb. resulteffort termdxu careerprofile termdvx termcmo termdxl termbev termcga.  termbrx termdvx termbse termcag termbev termdhy termbev termdvx termagr effortapproach termbbd termbyn leaderprocess termazy studychoice termcqj termalt reasongroup.,termcpr mentorchoice. insightpoint termagm termcdn termayj termdhh termagm.,,,,,,,,,,Group 01,Unit 08,2024
45427.981064814812,Last0484,First0484,CID0484,PERSON_0484,First0484,Last0484,Grade 6,Mentee,,,,,,,,,,,Above,"termczn termeas / reviewguide termaqk,practicewindow termcyx / termaud growthmatch,effortframe / termduz","termalt termctu,termbhr termaxs/termaoo careerdialog,termand mentormodel","termclr termdxu contextshare,termdxn termdxu termbhr contextgroup,termbhy termark practicepoint",Introvert,Extrovert,Creative / Explorer / Experimenter,,,Group 01,Unit 10,2024
