start_date,recipient_last_name,recipient_first_name,corp_id,display_name,first_name,last_name,what_is_your_grade_level,would_you_like_to_be_a_mentor_or_a_mentee,would_you_prefer_a_mentee_within_your_business_unit_group,what_are_your_strongest_skills_please_choose_your_top_3,what_topics_are_you_knowledgeable_on_please_choose_your_top_3,which_expectations_can_you_help_fulfill_please_choose_your_top_3,do_you_prefer_2_2_or_would_you_be_comfortable_mentoring_more_than_one_person,would_you_consider_yourself_an_extrovert_or_an_introvert,which_personality_type_would_you_prefer_to_be_paired_with,which_of_the_following_best_describes_you_as_a_person,please_tell_us_in_your_own_words_why_you_want_to_be_a_mentor_what_are_your_expectations_and_intended_outcomes_please_provide_a_detailed_response_of_3_4_sentences,are_there_any_special_considerations_that_you_would_like_known_when_your_application_is_reviewed_is_your_desire_to_participate_based_on_certain_criteria_that_you_have_in_mind_that_was_not_covered_in_the_previous_questions_please_list_that_information_here,would_you_prefer_a_mentor_with_your_current_job_role_or_one_above,what_skills_would_you_like_to_improve_please_choose_your_top_3,what_topics_are_you_interested_in_please_choose_your_top_3,what_are_your_expectations_for_this_program_please_choose_your_top_3,would_you_consider_yourself_an_extrovert_or_an_introvert_2,which_personality_type_would_you_prefer_to_be_paired_with_2,which_of_the_following_best_describes_you_as_a_person_2,please_tell_us_in_your_own_words_why_you_want_to_be_a_mentee_what_are_your_expectations_and_intended_outcomes_please_provide_a_detailed_response_of_3_4_sentences,are_there_any_special_considerations_that_you_would_like_known_when_your_application_is_reviewed_is_your_desire_to_participate_based_on_certain_criteria_that_you_have_in_mind_that_was_not_covered_in_the_previous_questions_please_list_that_information_here_2,affiliation_group,affiliation_unit,source_year
45037.24513888889,Last0062,First0062,CID0062,PERSON_0062,First0062,Last0062,Grade 10,Mentor,No preference,"termbtk/termajf,termczn termeas/reviewguide termaqk,effortframe/termduz","termalt termctu,termanz optionmodel,termand mentormodel","termdwn methodeffort futurefield termdhp,termdco termcyx,termdco termbhr contextgroup",1 mentee,Extrovert,No preference,Structured / Process-driven / Logical,termbec termbmz termcdj termalg termazy termdvx termdco termcqj termbhr termdkh termbev careerprofile termabn termaqc termebr.,termcpr termbxp resultprofile.,,,,,,,,,,Group 05,Unit 08,2023
45037.243055555555,Last0063,First0063,CID0063,PERSON_0063,First0063,Last0063,Grade 2,Mentee,,,,,,,,,,,Above,"termbtk / termajf,practicewindow termcyx / termaud growthmatch,effortframe / termduz","termdks & learnsummary,termcsi termbkc,termbhr termaxs/termaoo careerdialog","termdwn termcqc methodeffort futurefield termdhp,termdxn termcyx,termcay termdta-termahf termcyv termddb",Introvert,No preference,Structured / Process-driven / Logical,termbec learnguide termdvx termagr effortapproach termahp termdfl termdxu logicthread termbev termctu. termbec termbot termbmz supportbridge termdzc termanz termbev termdfn termcqc termaqc termczh futurefield termdhp termalg termaqc termebr. termbec termaoa termdvx planwindow termcbx termalg effortapproach designdialog careerprofile termbev termavq termdvx termagr termdpy termdvx growthwindow termagm effortapproach termczh termdql studychoice termakk termbec termcxp leaderthread contextfield termdxu termbhr.,,Group 06,Unit 04,2023
45037.243055555555,Last0064,First0064,CID0064,PERSON_0064,First0064,Last0064,Grade 6,Mentor,No preference,"termbtk/termajf,practicewindow termcyx/termaud growthmatch,reviewmatch optionmodel/termbwl","termdks & learnsummary,termanz optionmodel,termdzz termajf/skillmodel","termclr contextshare,termcay effortapproach termadj effortpath futuredialog termccv,termdco termcyx",1 mentee,Extrovert,No preference,Structured / Process-driven / Logical,"termbec termaaa termchy termcqc termbro termbla, termbev termbec learnguide termdvx termagr effortapproach termdiq termbev practicepoint. termbyz termaly termakq termbqz learngroup termdfl termdvx termagr effortapproach termdiq termbev termark termavi leaderprocess termacu termazy, termcuf termbtm termayz termbev termdiw termazy. termdvx termbhg reviewshare termdge, termayj termdhh practicerecord termbqz termdef optionpath termaqc termdzc termdlp termcxd termdvx detailthread termcqj termeaq supportinsight termbev valuepoint.",termcpr,,,,,,,,,,Group 01,Unit 09,2023
45037.24444444444,Last0065,First0065,CID0065,PERSON_0065,First0065,Last0065,Grade 1,Mentor,Yes,"termbtk/termajf,practicewindow termcyx/termaud growthmatch,effortframe/termduz","termalt termctu,termdzz termajf/skillmodel,termbhr termaxs/termaoo careerdialog","termdwn methodeffort futurefield termdhp,termdco termcyx,termdco termbhr contextgroup",2 mentees,Extrovert,No preference,Creative / Explorer / Experimenter,"termaum termamd termcyv termddb leaderprocess effortapproach termaph termbev termdti. termbec termbut termamd effortapproach termafb leaderprocess effortapproach termcsu termaph, termbev studysummary termbec termaaa contextfield effortapproach termbrc termdvf termark termayg contextfield  projectapproach termbaz. termbec futureview optionpath termdvx termagr termark termbip leaderprocess termdzc insightthread termdvx termbwv methodeffort futurefield termdhp termcyv termddb. termbec termbhd termamv contextmatch termbvp, termcto termbop, termaje, termbev termayg. termbec termdlq termayg termakr termbyz resultoutcome termdxu termbjj termbev termagm termeak impactthread termagm termdta leaderprocess reviewshare termbrc.",termbec termaul termbec effortgroup termdzd termbut termaqc termbla. termcuf termbec futureview termdvx insightpoint reviewshare termdvx termbga termdxu termajf termbev termcto termdzc insightthread changeshare termdzc termcbn termbxe termeag termdzd termagr termbgp termaqo.,,,,,,,,,,Group 03,Unit 03,2023
45037.24930555555,Last0066,First0066,CID0066,PERSON_0066,First0066,Last0066,Grade 4,Mentor,No preference,"termbtk/termajf,practicewindow termcyx/termaud growthmatch,effortframe/termduz","termcsi termbkc,termalt termctu,termdzz termajf/skillmodel","termdwn methodeffort futurefield termdhp,termcfe termdxu termalt termcnb,termdco termcyx",1 mentee,Introvert,No preference,Creative / Explorer / Experimenter,termbec futureview optionpath termdvx termagr effortapproach termbrx termakr termbdc termaqc termcrz termaqo termaqc termbsb termcsh effortpoint termbec termbut termaqt termdxu termajf termcnb. termdxu termdge termaly termbgb logicthread contextfield termajf termdiz termbqz termdto termbnt termbec termazi termdto termbnt termdwv termbgi termdvx effortapproach termdkf termawd. termdxu termaaw termbev termdei termdkk termafg termdvx careerprofile termbev termcmo termdbn termcyx termalg termdxu termahp. termbec futureview optionpath termdvx termagr termark termczj termdnh leaderprocess termbkw termakf termbxe termbut termdvy termbio termdhh termcag revieweffort termaqo termcqj detailsummary.,reasonchoice/effortapproach,,,,,,,,,,Group 03,Unit 03,2023
45037.25069444445,Last0067,First0067,CID0067,PERSON_0067,First0067,Last0067,Grade 2,Mentee,,,,,,,,,,,Above,"termbtk / termajf,effortframe / termduz,plansignal / changeapproach","termalt termctu,termanz optionmodel,learnapproach","termcfe termdxu termalt termcnb,termdxn termcyx,termdxn termdxu termbhr contextgroup",Extrovert,No preference,Creative / Explorer / Experimenter,termbec learnguide termdvx termdco termcyx termabn termaqc termebr termbev termbtm termccm. termaqc termdge termaly termdvx changeshare termaxn termaqo termdom termaqc termcwj termcyv termddb. reasonshare termafg practicefield termbec termcpb termdvx termdch termbev termcpb skillmodel termapb termalg termbla.,termbec termbut contextfield termcla termaqo supportmodel leaderprocess termccm termbev termaaa termcht termdvx termbmd termdxu careerprofile termbxd termaqc termdjc.,Group 03,Unit 08,2023
45037.25347222222,Last0068,First0068,CID0068,PERSON_0068,First0068,Last0068,Grade 5,Mentor,No preference,"termbtk/termajf,practicewindow termcyx/termaud growthmatch,reviewmatch optionmodel/termbwl","termdks & learnsummary,termanz optionmodel,termbhr termaxs/termaoo careerdialog","termclr contextshare,termcfe termdxu termalt termcnb,termcay termdta-termahf termcyv termddb",1 mentee,Extrovert,No preference,Creative / Explorer / Experimenter,termbec termbut termamd termcyv termddb 10 effortpoint. termdxu careerprofile termdsx studypoint futureframe termdvx termdxu termajf termcbn contextfield termdbo termdvf termdta termdvf methodeffort termctu termagz termbec termbut termamd termagg termaqo. termbec futureview optionpath termdvx termcto termazy detailthread termbja termaqc termebr termbev learnwindow termbkw.,termcpr,,,,,,,,,,Group 01,Unit 02,2023
45037.2625,Last0069,First0069,CID0069,PERSON_0069,First0069,Last0069,Grade 1,Mentee,,,,,,,,,,,Above,"termbtk / termajf,termczn termeas / reviewguide termaqk,effortframe / termduz","termalt termctu,termanz optionmodel,termdzz termajf / skillmodel","termclr termdxu contextshare,termarp effortapproach optionmodel termbrc,termdxn termcyx",Introvert,No preference,Creative / Explorer / Experimenter,mentorprocess termdvx careerprofile termbxd termaqc termaef. termcyf mentorprocess leaderprocess focuspoint studychoice termdpc termdvx methodapproach termdro termbxd termdxu termbhr termbev termbhs termbrb. termbsc termbgi revieweffort termaqo termdxu valuetopic termcir termbev termbut termark termavi.,termbec termaaa termdzc termdvx termddb termbev termcxp termagr contextfield termbmt teamchoice termave termaqc termcba termaqo termeah 2023.,Group 03,Unit 08,2023
45037.26666666667,Last0070,First0070,CID0070,PERSON_0070,First0070,Last0070,Grade 4,Mentor,Yes,"termbog/impactnetwork termdhg,termczn termeas/reviewguide termaqk,termako/termcqa","termdks & learnsummary,resultroute termdvr,termdge futureprofile","termclr contextshare,termcfe termdxu termalt termcnb,termdco termcyx",1 mentee,Introvert,No preference,Creative / Explorer / Experimenter,termcjc optionpath termdvx termcto termdmk optionguide termcqj termbhr termbrb termbev mentorfield.,reasonchoice/effortapproach,,,,,,,,,,Group 02,Unit 05,2023
45037.27291666667,Last0071,First0071,CID0071,PERSON_0071,First0071,Last0071,Grade 2,Mentee,,,,,,,,,,,Above,"termbtk / termajf,termczn termeas / reviewguide termaqk,effortframe / termduz","termdks & learnsummary,termalt termctu,termbhr termaxs/termaoo careerdialog","termdpc termdvx termagr termark termccm termavi,termcay effortapproach termadj effortpath futuredialog termccv,termcfe termdxu termalt termcnb",Introvert,No preference,Structured / Process-driven / Logical,termbec termcdb termdvx termbut effortapproach termcnc termbev termalm methodmatch termaee termdzc termanr.,termbga valuepoint termbev termdwn termdpc termdvx detailthread termdxu termbhr,Group 04,Unit 11,2023
45037.24722222222,Last0072,First0072,CID0072,PERSON_0072,First0072,Last0072,Grade 1,Mentee,,,,,,,,,,,Above,"termczn termeas / reviewguide termaqk,effortframe / termduz,termako / termcqa","termalt termctu,resultroute termdvr,termdzz termajf / skillmodel","termdwn termcqc methodeffort futurefield termdhp,termdxn termdxu termbhr contextgroup,termcay termdta-termahf termcyv termddb",Extrovert,Extrovert,Structured / Process-driven / Logical,termbec futureview optionpath termavq termbqz termeag termagr termdpy termdvx termdpa termaqc designanalysis termdzd termaqc termany. termbec termdpa termcdn termbec futureview optionpath termdvx practicechoice termcuf termbec futureview optionpath termavq termalg termaee resultdialog termdea. termbec termaok termcpr termdto futureview termdpa termcjl termbev teamrecord termaqc termciv termbec reviewfield termcuf termbec futureview termdzm effortapproach leaderfield leadereffort contextfield termaqc termbym.,"termals termcyv termacu termcqf, termbec futureview termdzm effortapproach termbrx planpath termaqc termaiw optionmodel termbno termaqo termddb.",Group 03,Unit 08,2023
45037.270833333336,Last0073,First0073,CID0073,PERSON_0073,First0073,Last0073,Grade 4,Mentor,No preference,"termczn termeas/reviewguide termaqk,reviewmatch optionmodel/termbwl,plansignal/changeapproach","termalt termctu,resultroute termdvr,termbhr termaxs/termaoo careerdialog","termcfe termdxu termalt termcnb,termdco termbhr contextgroup,termcay termdta-termahf termcyv termddb",1 mentee,Extrovert,No preference,Structured / Process-driven / Logical,termbec futureview optionpath termdvx termasi changeeffort termdxu termdea termbev termcwa termdvx termaqc termbmj growthrecord. termbec termaaa projectsignal contextfield termdxu effortroute termbev termcez termbec termbgc growthwindow changesummary. termbec termaaa termdyz termdvx termdpa termcrj termanz termdco.,termbec futureview termdtr termdvx termazn termalg termavq contextfield termaqc termbtf termapl termdef termdvx planapproach termcmr termaqc termdun.,,,,,,,,,,Group 06,Unit 12,2023
45037.28680555556,Last0074,First0074,CID0074,PERSON_0074,First0074,Last0074,Grade 1,Mentee,,,,,,,,,,,Above,"termbtk / termajf,practicewindow termcyx / termaud growthmatch,effortframe / termduz","termalt termctu,termdzz termajf / skillmodel,termbhr termaxs/termaoo careerdialog","termcfe termdxu termalt termcnb,termdxn termdxu termbhr contextgroup,termbhy termark practicepoint",Introvert,No preference,Structured / Process-driven / Logical,"termbec termcnf termdjn termbug termcyv termddb termduv termdft termdox. termbec termbot contextinsight termdcd contextfield termarr practiceapproach contextfield termdxu termcjl, termdiz effortapproach reviewroute termaly termdzc termdvx termagm termcqc termaqc termbzq. studychoice termbjh termaqo termbqz termbui termbgx, termdiz futureview methodgroup termdyc planpath termcto termbed termaqc termdlz termaps termaqo termdxu termbbi termcyv termddb termdvf termdta.","termavq termaxw termdsx termcig termbwv/termbla termaqo focuspath futureview termagr projectprocess, termcuf termdzd termazf. termaqc termbyf termaqo termbrg effortapproach termayz termdjm termaxw termaly termbgx termbec termbiz termcbh termaee termbpn insightbridge contextfield termark termbzq studysignal teamdialog termdzd termbqz.",Group 05,Unit 07,2023
45037.288194444445,Last0075,First0075,CID0075,PERSON_0075,First0075,Last0075,Grade 8,Mentor,No preference,"termbtk/termajf,termczn termeas/reviewguide termaqk,practicewindow termcyx/termaud growthmatch","termdzz termajf/skillmodel,termand mentormodel,learnapproach","termdwn methodeffort futurefield termdhp,termdco termcyx,termcay termdta-termahf termcyv termddb",2 mentees,Extrovert,No preference,Creative / Explorer / Experimenter,"termbec termbut mentoroutcome effortapproach reviewroute termaqo termaju planpath termaqc termcyx termaum termazq termdvf termark termccm termbrx termamu. termbec termbut effortapproach termdle leaderprocess careersystem termbev termdxn termafj, termbev learnguide termdvx termdnm termchh termdvx termdmk contextfield termaqc termciv termafj termbut termaqn contextfield termagm. termaqc termccm teamchoice teamview effortapproach contextmodel termchd termaqo methodframe effortapproach termbnd leaderprocess termauq teamsystem termalg skillinsight termchm.",termdls,,,,,,,,,,Group 05,Unit 05,2023
45037.288194444445,Last0076,First0076,CID0076,PERSON_0076,First0076,Last0076,Grade 1,Mentee,,,,,,,,,,,Above,"termbtk / termajf,practicewindow termcyx / termaud growthmatch,reviewmatch optionmodel / termbwl","termcsi termbkc,termalt termctu,termbhr termaxs/termaoo careerdialog","termcay effortapproach termadj effortpath futuredialog termccv,termcfe termdxu termalt termcnb,termdxn termdxu termbhr contextgroup",Introvert,No preference,Creative / Explorer / Experimenter,"termbec futureview optionpath termdvx termamy effortapproach termahp termakr termbec termadw termbyz termaly planfield termdvx termbut effortapproach termbrx contextfield termdna termbhr termeaq. termbec termaaa termdow termbqz effortapproach termbrx futureview planwindow changeeffort resultapproach termagm termdvf termbec termdco termdxu termbhr termbbi termcyv termddb. termbec termbot termaaa termdow termdvx termdwn termadj termcqc termczh teamrecord termbec effortgroup termdzd termagr termbgp termaqo termbev termaqc mentoranalysis effortapproach learnoutcome termbwv termaqo termdpc termdvx termdwv termddb termajf learnnetwork contextfield termdxu termbkn termbev termcrj termcbn.. termcxk, termbec futureview termdmn termdvx termdco termdvf effortapproach termbrx termbgi.",reasonchoice/effortapproach,Group 01,Unit 01,2023
45037.29444444445,Last0077,First0077,CID0077,PERSON_0077,First0077,Last0077,Grade 2,Mentor,No preference,"termczn termeas/reviewguide termaqk,practicewindow termcyx/termaud growthmatch,termako/termcqa","termdks & learnsummary,termcsi termbkc,termdge futureprofile","termclr contextshare,termcay effortapproach termadj effortpath futuredialog termccv,termdco termbhr contextgroup",1 mentee,Introvert,No preference,Structured / Process-driven / Logical,"termbec termbut termbfx termamd termbkj contextfield teamsystem. termbyz termaly effortapproach termdle termaqo termdzv termdvx learnwindow termalg methodeffort termanz termbev practicepoint leaderprocess termaqc termcrj. termdxu termcgk termaly termdvx termdzu termaml termcyx termbxd termdxu focusapproach, termbev termbui valueroute termbqz reviewshare teamsystem termcxp termbse effortapproach termbne focusdialog termdvx termdxu termbhr termcyv termddb. termbec termaaa termdow termdvx termcqw contextfield termdmn termalg reviewshare teamchoice termbev termdpa termcez termaxn termbec termbgc insightprocess termdvx reviewshare termaef.","termdxu termdny termdsx termamd termdvx termbfx termcto, termbec termdmn termbrg termdox termdvx termcgf effortapproach termbsh termcha reasontopic termbec termbgc. termbec termbiz termajp termaft planfield termdvx termdpa termarn termbxd effortapproach focusapproach termakr termbec termdjn optionpath termbyz termaly effortapproach termagf termdjh termdvx termark supportwindow termalt termctu. termdxu termdny termdvx termagr effortapproach termagg termaqo reviewshare teamchoice termaly termdvx termbga termcyx termbev termbte careerdialog.",,,,,,,,,,Group 03,Unit 04,2023
45037.3,Last0078,First0078,CID0078,PERSON_0078,First0078,Last0078,Grade 5,Mentee,,,,,,,,,,,Above,"termbtk / termajf,termczn termeas / reviewguide termaqk,effortframe / termduz","termalt termctu,termdzz termajf / skillmodel,termbhr termaxs/termaoo careerdialog","termarp effortapproach optionmodel termbrc,termdxn termcyx,termdxn termdxu termbhr contextgroup",Extrovert,No preference,Creative / Explorer / Experimenter,"termbec learnguide termdvx termagr effortapproach termahp termakr termbec futureview optionpath termdvx termdwn planpath termaqc termbla termaqo termdxu termbrx, termdpc reviewtopic termbxe detailthread termcqj termbhr termabr, termdpc termbxe termdnc methodeffort termanz termbev termdpc termdvx termagr termark effortpath termebb",termbec futureview optionpath termdxu termbrx termdvx termbut termamd termcyv termddb leaderprocess termadj skillframe 2 effortpoint,Group 04,Unit 11,2023
45037.30347222222,Last0079,First0079,CID0079,PERSON_0079,First0079,Last0079,Grade 8,Mentor,No preference,"termbtk/termajf,termczn termeas/reviewguide termaqk,practicewindow termcyx/termaud growthmatch","termdks & learnsummary,termalt termctu,termdge futureprofile","termdwn methodeffort futurefield termdhp,termcay effortapproach termadj effortpath futuredialog termccv,termcfe termdxu termalt termcnb",2 mentees,Extrovert,No preference,Structured / Process-driven / Logical,,,,,,,,,,,,Group 02,Unit 01,2023
45037.29513888889,Last0080,First0080,CID0080,PERSON_0080,First0080,Last0080,Grade 8,Mentor,No preference,"termbtk/termajf,termczn termeas/reviewguide termaqk,reviewmatch optionmodel/termbwl","termalt termctu,termanz optionmodel,termbhr termaxs/termaoo careerdialog","termarp optionmodel termbrc,termcfe termdxu termalt termcnb,termdco termbhr contextgroup",1 mentee,Introvert,No preference,Structured / Process-driven / Logical,skillrecord termdvf termbrx termaly termark termcfj termdvx growthwindow changesummary termbev termdch learnrecord termapx termaum mentoroutcome practicenetwork termaqc termcrz termaqo termdxu termbhr. termbec termccx reviewshare termdvf termark termcfj termdvx termcto termbzl termcrj termafj termbev termdvx termbot termdch practicefield studychoice termbhr termctu.,termcpr termbxp resultprofile,,,,,,,,,,Group 06,Unit 07,2023
45037.30972222222,Last0081,First0081,CID0081,PERSON_0081,First0081,Last0081,Grade 8,Mentor,No preference,"termbtk/termajf,practicewindow termcyx/termaud growthmatch,reviewmatch optionmodel/termbwl","termalt termctu,termanz optionmodel,termdzz termajf/skillmodel","termdpc termdvx termagr termark termccm termavi,termarp optionmodel termbrc,termcay termdta-termahf termcyv termddb",1 mentee,Extrovert,No preference,Structured / Process-driven / Logical,termbec termceu mentoranalysis effortapproach termbrx termave termask contextfield termdxu termbhr termbev termbyz termbhd effortapproach contextmodel termbla. termbec learnguide termdvx termdnm termbqz termchh. termbec termeaa termaqc termbrx teamchoice leaderprocess termaku termdbf termbev termbyz termaly effortapproach termdle termaqo termdzv termakr termbyz termbfx termcoy contextfield termdvx termdfn planpath termaio methodeffort.,reasonchoice/effortapproach,,,,,,,,,,Group 01,Unit 03,2023
45037.313888888886,Last0082,First0082,CID0082,PERSON_0082,First0082,Last0082,Grade 8,Mentor,No preference,"termbog/impactnetwork termdhg,termbtk/termajf,practicewindow termcyx/termaud growthmatch","termcsi termbkc,termbhr termaxs/termaoo careerdialog,termdge futureprofile","termcay effortapproach termadj effortpath futuredialog termccv,termdco termcyx,termcay termdta-termahf termcyv termddb",1 mentee,Introvert,No preference,Creative / Explorer / Experimenter,termbec termcdb termdvx termdwn termadj planpath termdmk. termbyz termaly planfield termdvx termauv termbev termdnm detailshare termdvx methodeffort termcjl termcwa. termbxe effortgroup termbut termcqj termdeh termaaw termbev termbrb termbqe termafg teammodel termduv termcqj termcjl termcwa. termbec termcdb termdvx termagr effortapproach termawb termcor termbev termbja termbqz termbgc termalm termcto termavq termamy effortapproach learnoutcome termbyq termaqo optionrecord.,termbec resultprocess termcto termanz termaxw termcdb termdvx mentoranalysis studyapproach.,,,,,,,,,,Group 04,Unit 01,2023
45037.271527777775,Last0083,First0083,CID0083,PERSON_0083,First0083,Last0083,Grade 6,Mentor,No preference,"termbtk/termajf,practicewindow termcyx/termaud growthmatch,effortframe/termduz","termalt termctu,resultroute termdvr,termbhr termaxs/termaoo careerdialog","termdpc termdvx termagr termark termccm termavi,termdwn methodeffort futurefield termdhp,termdco termcyx",1 mentee,Extrovert,No preference,Creative / Explorer / Experimenter,termbec termaaa termchy termcqc termbrg effortapproach changeframe termdvx termctu termbev termank leaderprocess termccm termchm termdiz termbqz learngroup termbgc termdpa termadj reasonsignal termbwd termcyv termddb. termbrg effortapproach termbrx termduq termalg termdxu supportanalysis termaqo termahu termdvx termdmk termbev termdxu termdge termdvx termagr termaqc methodapproach termavi termbec termbgc termagr. termbvv termbsb termaph termbhd effortapproach termaml termbla termbev termbec termbiy termbzm termbzn termalg termdxu termahp.,reasonchoice/effortapproach,,,,,,,,,,Group 01,Unit 06,2023
45037.311111111114,Last0084,First0084,CID0084,PERSON_0084,First0084,Last0084,Grade 6,Mentor,No preference,"practicewindow termcyx/termaud growthmatch,effortframe/termduz,methodfield termagc","termdks & learnsummary,termalt termctu,termand mentormodel","termclr contextshare,termcfe termdxu termalt termcnb,termdco termcyx",1 mentee,Introvert,No preference,Creative / Explorer / Experimenter,termaum termamd effortapproach termddb termbro leaderprocess 20+ effortpoint termbev termbec termadw termbec termbgc termbse termdbn studyframe termbev termapf termcmr termbed futurethread termbev careerdialog effortapproach termcrn. termbec termbut effortapproach termdle leaderprocess termbsh termbas termaxw termafg termebx contextfield termcqj futurethread termbev termazi insightpoint termaee termcag contextfield growthfield termbev termbut effortapproach termdle leaderprocess termdfn.,,,,,,,,,,,Group 01,Unit 04,2023
45037.322916666664,Last0085,First0085,CID0085,PERSON_0085,First0085,Last0085,Grade 5,Mentor,No preference,"termbtk/termajf,practicewindow termcyx/termaud growthmatch,termako/termcqa","termdks & learnsummary,termbhr termaxs/termaoo careerdialog,learnapproach","termdpc termdvx termagr termark termccm termavi,termcfe termdxu termalt termcnb,termcay termdta-termahf termcyv termddb",1 mentee,Introvert,Introvert,Creative / Explorer / Experimenter,"termbec learnguide termdvx termdwn termdvx termagr effortapproach learnoutcome termavi termduv termbfz termdxu termcwa termalg termazy termaxw planwindow planpath effortapproach termczh termdql termbev termczh optiontrack termccx termbqz termbec termbut termbgq. termbec termbot termdjn termbqz ""optioninsight"" termbqz termbec learnguide termdvx termagr effortapproach goalroute termavi termaly termdzd learnprofile termbev resultchoice termdto-studychoice-termdto teamsystem termcxp termcxg termagm termdvx reviewfield termadj termdvx termdzu termark termdma termbzq.",termbec termcxp termdzd termagr termdpy termdvx termbnn termave focusnetwork termcyv termaqc termbmr. termbec termaaa termbfg termdzs studychoice 05/03/2023 termbev termcxp termagr termcsf leaderprocess 4-6 termbon.,,,,,,,,,,Group 03,Unit 02,2023
45037.322916666664,Last0086,First0086,CID0086,PERSON_0086,First0086,Last0086,Grade 3,Mentee,,,,,,,,,,,Above,"termczn termeas / reviewguide termaqk,termako / termcqa,methodfield termagc","termdzz termajf / skillmodel,termbhr termaxs/termaoo careerdialog,learnapproach","termarp effortapproach optionmodel termbrc,termdxn termdxu termbhr contextgroup,termcay termdta-termahf termcyv termddb",Extrovert,No preference,Creative / Explorer / Experimenter,termbec learnguide termdvx termagr effortapproach termahp leaderprocess termaqc termdyc termaqo termbrg termdpy termdvx mentoranalysis termbet termalg termavq termaxw termbgc termcto termdxu termbhs termctu. termbec termbeo termbut effortapproach termaqa termalg effortapproach termbtg termdla termcxv studychoice termdxu termbhr termbbi. termbec termaul termbec learnguide termdvx mentoranalysis termcmr termajf. termdxu termaaw termafg termdvx planwindow termcsf termaqo reviewshare teamchoice termdfn termbov termdzc.,,Group 04,Unit 11,2023
45037.33125,Last0087,First0087,CID0087,PERSON_0087,First0087,Last0087,Grade 7,Mentor,No,"termbog/impactnetwork termdhg,termbtk/termajf,termczn termeas/reviewguide termaqk","termdks & learnsummary,termalt termctu,termanz optionmodel","termarp optionmodel termbrc,termcay effortapproach termadj effortpath futuredialog termccv,termcfe termdxu termalt termcnb",1 mentee,Extrovert,No preference,Structured / Process-driven / Logical,"termbec termapx effortapproach reviewroute planpath termdxu practicerecord, termbec learnguide termdvx growthwindow reviewshare termcwa changesummary termdvx termdmk",,,,,,,,,,,Group 03,Unit 11,2023
45037.31527777778,Last0088,First0088,CID0088,PERSON_0088,First0088,Last0088,Grade 2,Mentee,,,,,,,,,,,Above,"termbtk / termajf,effortframe / termduz,reviewmatch optionmodel / termbwl","termalt termctu,termanz optionmodel,termbhr termaxs/termaoo careerdialog","termarp effortapproach optionmodel termbrc,termcfe termdxu termalt termcnb,termdxn termcyx",Introvert,No preference,Creative / Explorer / Experimenter,"termbec futureview optionpath effortapproach termbrx termakr termbec termaaa termdzc termdvx termddb. termbec futureview termdmn termaee termcag studychoice termckh leaderprocess effortapproach termdzc termbrc. careersummary, termbec futureview termdmn termaee termcto termbhy resultapproach termbop termcwm impactwindow termbec termaaa termayr. termcxk, termbec futureview termbot termdzm termaee effortframe termcwm termbna termaqc termcbn termbqz termbec termaaa termdgn contextfield.","termbec termaaa termdlu termaqo termdzo. termdiz, termbec futureview termdmn termdvx termbut effortapproach termbrx termbqz termdil termaqc termbhr termbbi contextfield reviewshare teamchoice termbev termdpc termdvx careerprofile termcng. projectrecord termayj!",Group 01,Unit 02,2023
45037.31736111111,Last0089,First0089,CID0089,PERSON_0089,First0089,Last0089,Grade 6,Mentor,No preference,"termbog/impactnetwork termdhg,termbtk/termajf,termako/termcqa","termdks & learnsummary,termanz optionmodel,learnapproach","termclr contextshare,termcay effortapproach termadj effortpath futuredialog termccv,termcfe termdxu termalt termcnb",1 mentee,Extrovert,No preference,Structured / Process-driven / Logical,"termbfg termdcd leaderprocess termcsh termcny contextfield termczh termcbn termbev careersignal effortapproach reviewroute termaqo termasv changeeffort termaqc termciv, termbec termazi termbck effortapproach termczh termdql termdvx termdmk leadernetwork termcqj termddb termeaq. termbec termbfx learnguide termdvx growthwindow changesummary termbev termcto contextfield termcig termcul termbec termbgc, termakr termbec termaul, termdhd termaqo termdxu termasx termbhd termcqf termchq termaqc termcag termbec termbzf termbja termdxu termeaq termduv futurepoint termaqo termcua termdln, termbam termbev termcnf termanz termbec termcfrâ€™termdui termaul supportinsight termbqz termajw. termbyz termaaq termagm termdvx growthview termaat, termaok termcezâ€™studyfield planfield, termbev termbec termbhd termdpy detailthread termddg termcyc termbqe termcno termagm termdvx termamg termadj termbev termagr termbir leaderprocess termaqc termcrj. termbec futureview optionpath termdvx termauv termbev termcto contextfield termcig termciv termbec termbgc. reportprocess termaqo termaqc reviewmatch, termbio termcyv termaee termahb termaqo termake termaxi, learngroup reasoninsight leadermatch termbls termakk termbio designfield termcto termccj termake termbhr termeaq. termbsh termdmk termdlx termaly termadj goalrecord skillframe termdna termdeh termasx.",termbec futureview optionpath termdvx insightpoint termcig reviewmatch termbec termbut termdvx termcto.,,,,,,,,,,Group 03,Unit 02,2023
