start_date,recipient_last_name,recipient_first_name,corp_id,display_name,first_name,last_name,what_is_your_grade_level,would_you_like_to_be_a_mentor_or_a_mentee,would_you_prefer_a_mentee_within_your_business_unit_group,what_are_your_strongest_skills_please_choose_your_top_3,what_topics_are_you_knowledgeable_on_please_choose_your_top_3,which_expectations_can_you_help_fulfill_please_choose_your_top_3,do_you_prefer_2_2_or_would_you_be_comfortable_mentoring_more_than_one_person,would_you_consider_yourself_an_extrovert_or_an_introvert,which_personality_type_would_you_prefer_to_be_paired_with,which_of_the_following_best_describes_you_as_a_person,please_tell_us_in_your_own_words_why_you_want_to_be_a_mentor_what_are_your_expectations_and_intended_outcomes_please_provide_a_detailed_response_of_3_4_sentences,are_there_any_special_considerations_that_you_would_like_known_when_your_application_is_reviewed_is_your_desire_to_participate_based_on_certain_criteria_that_you_have_in_mind_that_was_not_covered_in_the_previous_questions_please_list_that_information_here,would_you_prefer_a_mentor_with_your_current_job_role_or_one_above,what_skills_would_you_like_to_improve_please_choose_your_top_3,what_topics_are_you_interested_in_please_choose_your_top_3,what_are_your_expectations_for_this_program_please_choose_your_top_3,would_you_consider_yourself_an_extrovert_or_an_introvert_2,which_personality_type_would_you_prefer_to_be_paired_with_2,which_of_the_following_best_describes_you_as_a_person_2,please_tell_us_in_your_own_words_why_you_want_to_be_a_mentee_what_are_your_expectations_and_intended_outcomes_please_provide_a_detailed_response_of_3_4_sentences,are_there_any_special_considerations_that_you_would_like_known_when_your_application_is_reviewed_is_your_desire_to_participate_based_on_certain_criteria_that_you_have_in_mind_that_was_not_covered_in_the_previous_questions_please_list_that_information_here_2,affiliation_group,affiliation_unit,source_year
45785.44236111111,Last0874,First0874,CID0874,PERSON_0874,First0874,Last0874,Grade 3,Mentee,,,,,,,,,,,Above,"termczn termeas / reviewguide termaqk,effortframe / termduz,termako / termcqa","resultroute termdvr,termdge futureprofile,learnapproach","termdwn termcqc methodeffort futurefield termdhp,termcfe termdxu termalt termcnb,termdxn termdxu termbhr contextgroup",Introvert,No preference,Creative / Explorer / Experimenter,termbec futureview optionpath termdvx termdwn termcqc termczh futurefield termdhp termbev termayh termbhr teamrecord termdoa careerdialog termdxu termalt careerprofile.,"termbec termaaa termdgn contextfield termbzx 4 termbio focuseffort, termbev termaaa termbeo termcdj studychoice termaqc 9/10.",Group 01,Unit 09,2025
45785.44652777778,Last0875,First0875,CID0875,PERSON_0875,First0875,Last0875,Grade 5,Mentee,,,,,,,,,,,Above,"termbtk / termajf,effortframe / termduz,reviewmatch optionmodel / termbwl","termalt termctu,termanz optionmodel,termbhr termaxs/termaoo careerdialog","termcfe termdxu termalt termcnb,termdxn termcyx,termdxn termdxu termbhr contextgroup",Extrovert,Extrovert,Structured / Process-driven / Logical,,,Group 01,Unit 10,2025
45785.44375,Last0876,First0876,CID0876,PERSON_0876,First0876,Last0876,Grade 3,Mentor,No preference,"termbtk/termajf,practicewindow termcyx/termaud growthmatch,effortframe/termduz","termcsi termbkc,termalt termctu,termanz optionmodel","termdwn methodeffort futurefield termdhp,termcay effortapproach termadj effortpath futuredialog termccv,termdco termcyx",1 mentee,Extrovert,No preference,Structured / Process-driven / Logical,"resultdialog termdvx termcch termbec termdcd futurepoint effortpoint contextfield termbcn termbev termdsd termcyv termark termdev optionmodel termdxi, termdxu termcup termbte termbfx termbrg termdxu termeak termbev termdxu termapd termdvx learnwindow. termbht termbec contextinsight termamd termcyv termddb termcqr termbec impactgroup termbyz termaly termaql changerecord effortapproach termdzc termbhr termbio termdrb termdvx effortapproach valueguide termaef. termbec termadw termbyz termaly growthprocess termdvx termagr termcez termayj termbut designprocess termaiu, termdiz reasonsignal termbev teamsystem termcde.",reasonchoice/effortapproach,,,,,,,,,,Group 01,Unit 12,2025
45785.44652777778,Last0877,First0877,CID0877,PERSON_0877,First0877,Last0877,Grade 6,Mentee,,,,,,,,,,,Above,"termanh / termcnn,termbtk / termajf,termczn termeas / reviewguide termaqk","termalt termctu,resultroute termdvr,learnapproach","termclr termdxu contextshare,termdxn termcyx,termbhy termark practicepoint",Introvert,No preference,Structured / Process-driven / Logical,,termbui termbiq termdvx practicerecord contextfield termaqc termduw termbev/termbio termaqc mentorapproach/logicinsight resultthread. termbec termaaa effortapproach termccv termaqo termaqc termcgn logicapproach termbqx futuredialog termbev termaqc termbej termaqo termdxu termasv (studychoice termdxu futuredialog termbev logicrecord termdfo) termafg contextfield termdzc termbpp.,Group 05,Unit 10,2025
45785.44236111111,Last0878,First0878,CID0878,PERSON_0878,First0878,Last0878,Grade 4,Mentee,,,,,,,,,,,Above,"termbtk / termajf,termczn termeas / reviewguide termaqk,methodfield termagc","termalt termctu,resultroute termdvr,termanz optionmodel","termdpc termdvx termagr termark termcim/valuegroup termavi,termdxn termcyx,termcay termdta-termahf termcyv termddb",Introvert,No preference,Creative / Explorer / Experimenter,"termbecâ€™termdmy termcht effortapproach teamsystem termdvx termbga termdxu practicewindow termbev termajf termcnb termbxd effortapproach termcox termbev resultroute-termbpt termbzq. termbec termaaa mentorprocess leaderprocess termcag termbqz termaaf termagm termdfc logicgroup contextfield termbed termcwy termakk termalg termbkp termbev careerinsight. termdxu termcgk termaly termdvx skillguide contextfield effortapproach termdge-termbnj teamsystem termcdn termbec termbgc termdwn planpath termbla-methodwindow termclu. termcmm, termbec termebn termdvx termamy effortapproach termadj termebc termbev termdrm termalt termebb.",termcib termdvx termdzc practicefield termbev termaet termdxu effortroute; termdhy termbja insightbridge optionpath futurenetwork termbio termand.,Group 02,Unit 01,2025
45785.44375,Last0879,First0879,CID0879,PERSON_0879,First0879,Last0879,Grade 4,Mentee,,,,,,,,,,,No preference,"effortframe / termduz,reviewmatch optionmodel / termbwl,termako / termcqa","termdks & learnsummary,termalt termctu,termbhr termaxs/termaoo careerdialog","termcfe termdxu termalt termcnb,termdxn termcyx,termcay termdta-termahf termcyv termddb",Introvert,Extrovert,Creative / Explorer / Experimenter,"termdze futuresystem termaum termamd termcyv termddb leaderprocess termbdc termdlw effortpoint, termbec contextinsight leadermatch futurepoint termcwm termdvx learnwindow termalg termazy revieweffort termaqo termdxu futuredialog. termbrg effortapproach termahp futureview termcxg termagm termdvx learnwindow termalg effortapproach termbrx termbec termeag termdzd termbut termcdv termebm, termbev termcxp growthwindow termagm termark termcfj termdvx termdwn termcqc methodeffort termaip. careersummary, termbec termadw termbqz termbrg effortapproach termahp termcxp termcto termagm termdco termdzc termcnb termbev methodmatch termdea termbqz termcxp insightprocess termdvx termbqp termdxu termalt termbev termbhs logicthread.",reasonchoice/effortapproach,Group 05,Unit 09,2025
45785.44583333333,Last0880,First0880,CID0880,PERSON_0880,First0880,Last0880,Grade 5,Mentee,,,,,,,,,,,Above,"termczn termeas / reviewguide termaqk,effortframe / termduz,termako / termcqa","termalt termctu,termbhr termaxs/termaoo careerdialog,termdge futureprofile","termcfe termdxu termalt termcnb,termdxn termdxu termbhr contextgroup,termbhy termark practicepoint",Extrovert,No preference,Structured / Process-driven / Logical,termbui mentorprocess leaderprocess effortapproach termbrx termdvx termcto termagm detailthread termddb. termbui termdgn contextfield termbdg futurethread termaxx termcuf termdzd skilltopic termdpc termdvx changeshare termbbn termbmj. termcjc termdmn termdvx termazn termalg termavq termaxw termbgc termcto termagm careerprofile termbev termdwn termcqc methodeffort termaqg contextfield termddb termdoa termcdj studychoice termdxu termcrn.,"termbec futureview contextsystem termbgi termadj termaqo termark methodprofile. termbec termdmn supportbridge termdzc termanz termbev termbgc termagr termcrv termakf termbec learnguide/termdhh termdvx termagr, termcuf termbyz termbgc termagl termagm termcyv termdzn. contextfield termdgw termanq, termbui termadj learnshare termbev termdtr termdvx optionfield.",Group 02,Unit 10,2025
45785.45972222222,Last0881,First0881,CID0881,PERSON_0881,First0881,Last0881,Grade 6,Mentee,,,,,,,,,,,Above,"termbog / impactnetwork termdhg,termczn termeas / reviewguide termaqk,effortframe / termduz","termalt termctu,resultroute termdvr,termdzz termajf / skillmodel","termcfe termdxu termalt termcnb,termdxn termcyx,termbhy termark practicepoint",Introvert,No preference,Creative / Explorer / Experimenter,"termbec termaaa termcwf termdvx termamy effortapproach termahp termakr termbec termadw teamsystem termbgc termawx termbcx termdxu termbhs termbev termalt logicthread. termbec termaoa termdvx methodmatch termdbn termclu termbev termcag planpath termbgq practicerecord, termbqe termcxp termcto termagm detailthread insightbridge termbev termaey termcwm termadj impactdialog. termdxu termdei termdfw termdcx termdxn effortapproach termbdj termbhr termbbi, termcfe termdxu termcnb, termbev careerdialog effortapproach termdab careerprofile termaqo termbwb. termcmm, termbec termcdb termdvx termamy termadj termabi termbev termdrm contextfield termdxu termcrp.",termcpr,Group 06,Unit 12,2025
45785.45416666667,Last0882,First0882,CID0882,PERSON_0882,First0882,Last0882,Grade 7,Mentee,,,,,,,,,,,Above,"termbtk / termajf,termczn termeas / reviewguide termaqk,methodfield termagc","termalt termctu,termanz optionmodel,termdzz termajf / skillmodel","termclr termdxu contextshare,termdxn termdxu termbhr contextgroup,termcay termdta-termahf termcyv termddb",Introvert,Extrovert,Structured / Process-driven / Logical,"termbec termaaa effortapproach termdxi 7 termbks termeaa/termagf termbyz termaqq optionmodel. termbec termaaa mentorprocess leaderprocess effortapproach termbrx termdvx termdwc termagm termdnf termdxu termajf termcnb termdoa termbec termaaa termdxn termdxu termbhr contextgroup leaderprocess termdxi 8 termbev 9. termbec termaaa mentorprocess leaderprocess focuspoint optionpath termdpc termdvx termdsr effortapproach contextnetwork termccj termcyo termdev supportbridge termbio termdyx, termdpc termdvx termagw termdjq termcpr termbio termcqt termalg effortapproach termcyo termdev, termdpc termdvx mentoranalysis termdna termahb termabn termakf termbxe termact termbdc termayj. termbec termaaa mentorprocess leaderprocess focuspoint studychoice growthanalysis termdvx termdfc termadj termcyx termbev termcay termdta termahf termcyv termddb. methodmatch termadj termdea termcqc methodeffort futurefield termdhp, methodeffort termbhr teamrecord termbev termdpc termdvx detailthread termddb termdvx termcjs valuepoint.",termbec futureview optionpath effortapproach termbrx planpath termabs futurefield termcob skillframe termdzv. termbqz termcxp termcto termagm termdwn termabs futurefield termcob termdbr termbev termcez termaur termbev termbnl termbxe termckd.,Group 02,Unit 12,2025
45785.47361111111,Last0730,First0730,CID0730,PERSON_0730,First0730,Last0730,Grade 2,Mentee,,,,,,,,,,,Above,"practicewindow termcyx / termaud growthmatch,effortframe / termduz,methodfield termagc","termalt termctu,resultroute termdvr,termdge futureprofile","termclr termdxu contextshare,termcay effortapproach termadj effortpath futuredialog termccv,termcfe termdxu termalt termcnb",Introvert,No preference,Structured / Process-driven / Logical,"termdei termdkk termduq termalg termajt termcmr effortapproach learnoutcome termaig. termbec termadw contextfield supportchoice termbhs termctu termbev termdfn planpath termdmk termaaf termdzu termbqz termawj. termbob, termbecâ€™termbit optionpath termdvx learnoutcome termbgi.",termdls,Group 06,Unit 03,2025
45785.48611111111,Last0883,First0883,CID0883,PERSON_0883,First0883,Last0883,Grade 2,Mentee,,,,,,,,,,,Above,"termbog / impactnetwork termdhg,effortframe / termduz,reviewmatch optionmodel / termbwl","termalt termctu,termbhr termaxs/termaoo careerdialog,termdge futureprofile","termcfe termdxu termalt termcnb,termdxn termdxu termbhr contextgroup,termcay termdta-termahf termcyv termddb",Introvert,Extrovert,Creative / Explorer / Experimenter,"termbec termdny termdvx termagr effortapproach termahp termdvx termaet termdxu termanr/termasf termbwd termcyv termddb. termdvx termash termalg termavq termadj impactchoice skillframe termbgi termaxw termbgc termcto termalg effortframe termbev careerdialog termdxu termalt termcrn, termdvf termdta termdvf termbhr termctu, termbqe termdvf termark termcrq, termdsx termamd impactguide termaql termdvx reviewfield leaderprocess termagm. termcjc optionpath termdvx termagr termdpy termdvx termash termalg termavq termaxw termbgc growthwindow termcag studychoice termbed termbja termbhr logicthread termbev termctu.",,Group 01,Unit 01,2025
45785.5,Last0293,First0293,CID0293,PERSON_0293,First0293,Last0293,Grade 8,Mentor,No preference,"termbtk/termajf,termczn termeas/reviewguide termaqk,methodfield termagc","termdks & learnsummary,termanz optionmodel,termdge futureprofile","termarp optionmodel termbrc,termcfe termdxu termalt termcnb,termcay termdta-termahf termcyv termddb",2 mentees,Extrovert,No preference,Structured / Process-driven / Logical,"termbec learnguide termdvx termcto termazy termdco termcqj termbhr termbev termcoe termcqj termbla termcyv termddb. reviewshare termebr termaly termbkl leaderprocess termbjq, termcuf termayj termdhh termdvx termagr termboz termbev termdxv. termalm termdvf effortapproach termbrx termbec termbgc termbse termcag termbev termdwn termdvf termdta.",,,,,,,,,,,Group 06,Unit 12,2025
45785.50277777778,Last0884,First0884,CID0884,PERSON_0884,First0884,Last0884,Grade 2,Mentee,,,,,,,,,,,Above,"termanh / termcnn,termczn termeas / reviewguide termaqk,effortframe / termduz","termalt termctu,termbhr termaxs/termaoo careerdialog,termdge futureprofile","termdwn termcqc methodeffort futurefield termdhp,termdxn termcyx,termdxn termdxu termbhr contextgroup",Introvert,No preference,Structured / Process-driven / Logical,"termbec termaaa termcwf termdvx termamy effortapproach termahp termdvx termbmd termdxu careerprofile termbev termbqk termbay termcyx. termalg effortapproach termdab termdny termdvx termdnu termdxu termbwv termaqo termaqc termcch termchk, termbec termaaa termawv termbou termcfj termdvx termdwn termbev planview termayh termbhr teamrecord leaderprocess termaqc termcrj. termdys reviewshare termahp teamchoice termcxp termbsc termagm supportgroup termdxu valuetopic termcir, designmatch termbhs termbev termalt logicthread.","termbec termbut effortapproach termdab termcla studychoice termeab, termbhs futureroute, termcnn, termbev termckz optionmodel. termdki reportoutcome termbut termamd termaub termdvx termagm termbev termbgc termbfx termagr effortapproach termakw termebj termdvx termdwn termadj!",Group 04,Unit 01,2025
45785.520833333336,Last0885,First0885,CID0885,PERSON_0885,First0885,Last0885,Grade 6,Mentee,,,,,,,,,,,Above,"termbtk / termajf,termczn termeas / reviewguide termaqk,effortframe / termduz","termalt termctu,termbhr termaxs/termaoo careerdialog,termdge futureprofile","termarp effortapproach optionmodel termbrc,termdxn termcyx,termdxn termdxu termbhr contextgroup",Introvert,Extrovert,Structured / Process-driven / Logical,"termbec termaaa designinsight termdvx termddb (3 termbon contextfield), effortapproach termbhr termbjl planpath focuseffort changeapproach termalg 23 effortpoint termaqo termalt termbla, termbll termdgm logicprocess, termdxv termdxb termbev termanz termafj. termbec futureview optionpath termdvx learnwindow termalg termavq termdvx termcto termagm detailthread reviewshare termdzc termdjy, careerprofile/termdfc termcyx termbev termbut termbmf logicthread termbev termbhr termdyo termcyv termcyv termddb.","termdvf effortapproach termbxp termaux, termbec termaaa effortapproach termbhr termbjl, termayz termdjm termbed termaqc termdph termbje leaderprocess termaqc termdpd reviewmatch, termbfg termavq termaxw termdsx termbdi reviewshare termbje planpath effortapproach termbls termatp termdvx termdhy termdxu logicthread termbev termbhr termbwd futureview termagr termaml.",Group 03,Unit 02,2025
45785.52569444444,Last0886,First0886,CID0886,PERSON_0886,First0886,Last0886,Grade 7,Mentee,,,,,,,,,,,Above,"practicewindow termcyx / termaud growthmatch,effortframe / termduz,methodfield termagc","termalt termctu,termdzz termajf / skillmodel,termbhr termaxs/termaoo careerdialog","termdxn termcyx,termdxn termdxu termbhr contextgroup,termbhy termark practicepoint",Introvert,Extrovert,Creative / Explorer / Experimenter,termbec termaaa termcty practiceapproach termcrq termbqe termaly termbhe termaqo mentorpoint leaderprocess termagm termdvx practicechoice termbut termakw termbev careerdialog termcns.,effortframe / termcns careerdialog,Group 03,Unit 02,2025
45785.52916666667,Last0887,First0887,CID0887,PERSON_0887,First0887,Last0887,Grade 4,Mentee,,,,,,,,,,,Above,"termczn termeas / reviewguide termaqk,effortframe / termduz,termako / termcqa","termcsi termbkc,termalt termctu,termbhr termaxs/termaoo careerdialog","termdwn termcqc methodeffort futurefield termdhp,termcfe termdxu termalt termcnb,termdxn termcyx",Introvert,No preference,Structured / Process-driven / Logical,"reviewshare teamchoice futureview termdyc termagm effortapproach reviewroute termdvf effortapproach termdzc termalt. termaum termamd contextfield termaqc impacteffort leaderprocess 10 termaah studysummary termbev termbut termbsd termalg futurepoint termanz, termcuf termbec termbiz termanr termbxd termaqc termcim termdgw futureview termcxg termagm termdvx termdns termadj contextshare planpath termbwb termbqz termdch termdxu termady termatp. termbec contextinsight leadermatch practiceapproach termaqo termbqz termblm termaqo termcap termcyv reviewshare termahb contextfield termdxu termbhr",reasonchoice/effortapproach,Group 05,Unit 11,2025
45785.52569444444,Last0888,First0888,CID0888,PERSON_0888,First0888,Last0888,Grade 3,Mentee,,,,,,,,,,,No preference,"termbtk / termajf,effortframe / termduz,reviewmatch optionmodel / termbwl","termdks & learnsummary,termalt termctu,termdge futureprofile","termdwn termcqc methodeffort futurefield termdhp,termcfe termdxu termalt termcnb,termdxn termcyx",Introvert,No preference,Structured / Process-driven / Logical,"termbec learnguide termdvx termdfl termdvx termcjs termbqp valuepoint termbev supportinsight. termbec termaaa termcyv effortapproach termahb termcdn termbec termaaa termcwf termdvx mentorprofile revieweffort termdxu valuetopic termcir, termdfc termdzc termcyx termabn termczh termbqc termaqo termaqc termaef termbev termbmd termdxu termbwv termaqo termaqc futurefield supportgroup termdxu termbkn termbrc. termbec termadw teamsystem termcxp growthwindow termagm termaqc termcfj  termbev termcag termdvx termaqe termcbx planpath termaqc termcok termbev termbck termadj termasj termaqo termbgi termdvx termazn.  termdxu termcdb termaly termbqz termbec termbgc termdco goalroute termduz termbev effortframe termcnb termbev termbut termaqc logicgroup termdvx insightpoint termbkw changeeffort termalg termcqb termadj termabi termbev termadj termber contextfield termaqc focusapproach . termdxu termcdb termaly termdvx termdfc termadj termcyx revieweffort termdxu insightwindow futuredialog termbev futurewindow termcnb termbec termdhh termdvx termbut termdvx termcjs termbev termawd termdxu futuremodel leaderprocess termcrj termcbn termdvf termbec termdpa termbgi termcqr termbjf termalg termddb.",termbec termaaa termcna termahw termbev termdqj termcna termaap termdvx termdwc termalg termbwv termdoe reportnetwork. termbyz termdsx termbfx termcct termdvf effortapproach termavf leaderprocess termagm valuepoint termbev supportinsight termalg termdxu logicgroup contextfield changerecord termdrs. termcjc optionpath termdvx termagr termadj termbkj contextfield reportoutcome termaqo termdks termbev learnsummary contextfield termaqc focusapproach termdvf termbec learnguide termdvx termbga studychoice termcck leaderprocess termbgi termadj!,Group 01,Unit 07,2025
45785.53194444445,Last0889,First0889,CID0889,PERSON_0889,First0889,Last0889,Grade 1,Mentee,,,,,,,,,,,Above,"termbtk / termajf,termczn termeas / reviewguide termaqk,reviewmatch optionmodel / termbwl","termdks & learnsummary,termcsi termbkc,termbhr termaxs/termaoo careerdialog","termclr termdxu contextshare,termcfe termdxu termalt termcnb,termdxn termcyx",Introvert,No preference,Creative / Explorer / Experimenter,"termbui termbeo termcdj termalg termduw impactsystem termdvf insightfield termaqo termcai, termcuf termbec learnguide termdvx termbmd termdxu optionguide termbev effortroute. termbec termbut effortapproach reviewroute termaqo resultdialog termbla contextfield termclj termbev termbec learnguide termdvx changeshare effortapproach termbrc contextfield termbqe termbec termbgc insightpoint termbas termcnb termbev termeal termdvx termdxu termaoo termdvx termabq termdxu termavs termaqo termajx valuesummary effortapproach termbrc. termbec termbot termeae learnguide termdvx termbzm termadj termanz termcyv termddb termbev termcjs termdxu termalt termddj.",reasonchoice/effortapproach,Group 04,Unit 03,2025
45785.53194444445,Last0890,First0890,CID0890,PERSON_0890,First0890,Last0890,Grade 2,Mentee,,,,,,,,,,,Above,"termbog / impactnetwork termdhg,termanh / termcnn,termczn termeas / reviewguide termaqk","resultroute termdvr,termdzz termajf / skillmodel,termbhr termaxs/termaoo careerdialog","termclr termdxu contextshare,termcfe termdxu termalt termcnb,termdxn termcyx",Extrovert,Extrovert,Structured / Process-driven / Logical,"termbec termaaa termdgn contextfield termbrg effortapproach termahp leaderprocess termbpx termanv; termbec learnguide termdvx termdco termdzc termcyx termbev termalz termduv effortframe, termdwn termcqc methodeffort termcbn, termcuf termbot mentoranalysis termaqc termcfj termdvx termate valuepoint, termdwn termdzc termcnb termbev contextshare. leaderprocess termbko, termbec termaaa termbeo termagn effortapproach termckz optionmodel termafe, termbev futureview termdmn termdvx termagr termbkj contextfield termbrd reasonprofile; termbyz termazi termagr termcar termcmr termanh practicetopic termbio termdze termdfn effortapproach termcvm termcqc termbtg studyroute termdzw termduv termckz termbam termcyv termddb.",futureview termdtr termdvx termagr termdzq termduv termckz/teamchoice termbam.,Group 04,Unit 07,2025
45785.54027777778,Last0891,First0891,CID0891,PERSON_0891,First0891,Last0891,Grade 1,Mentee,,,,,,,,,,,Above,"termbog / impactnetwork termdhg,termbtk / termajf,effortframe / termduz","termalt termctu,resultroute termdvr,termbhr termaxs/termaoo careerdialog","termdwn termcqc methodeffort futurefield termdhp,termcfe termdxu termalt termcnb,termcay termdta-termahf termcyv termddb",Introvert,No preference,Creative / Explorer / Experimenter,"termbec learnguide termdvx termagr effortapproach termahp termakr termbec termdjn termdvf futuresystem termbec termbut termamd termbze termbna studychoice effortapproach termaof learnfield leaderprocess termaqc termbsb 10 effortpoint contextfield termdxu termbhr.  termbec learnguide termdvx termcew termcsf termdpc termdvx termden termbev termawl termdxu termcnb termdvx impactdialog termdwc termbta, futuredialog termchm termbev termaqc termdqx termdge/practicethread termaqo termaqc futurefield.  termbec termaul termbqz termbec termbut termcez termbyz termavw, termakr termbec termbut termamd contextfield termajf termazu.  contextfield termdxu termdzc termbzq, termbec learnguide termdvx termdjn termabi goalframe termdxu termcnb termdoa termdfn termdzc termdqm termdvf termdta.",reasonchoice/effortapproach,Group 06,Unit 10,2025
45785.54305555556,Last0892,First0892,CID0892,PERSON_0892,First0892,Last0892,Grade 2,Mentee,,,,,,,,,,,Above,"termanh / termcnn,effortframe / termduz,plansignal / changeapproach","termdks & learnsummary,termcsi termbkc,termbhr termaxs/termaoo careerdialog","termdwn termcqc methodeffort futurefield termdhp,termdxn termcyx,termcay termdta-termahf termcyv termddb",Introvert,Extrovert,Structured / Process-driven / Logical,termbec learnguide termdvx termcjs termdxu termcnb termbev termaok termdpc termbas termcto termddb termdoa termdfn termadj termcqc termczh futurefield termdhp.,"termcpr, termdft termbhd termebv insightprofile termdta.",Group 05,Unit 07,2025
45785.55069444444,Last0893,First0893,CID0893,PERSON_0893,First0893,Last0893,Grade 4,Mentee,,,,,,,,,,,Above,"termanh / termcnn,practicewindow termcyx / termaud growthmatch,effortframe / termduz","termdks & learnsummary,termcsi termbkc,termalt termctu","termdwn termcqc methodeffort futurefield termdhp,termdxn termdxu termbhr contextgroup,termcay termdta-termahf termcyv termddb",Introvert,Introvert,Structured / Process-driven / Logical,"termbec futureview optionpath termdvx termagr effortapproach termahp termbev termbut effortapproach termbrx termaxw futureview termcto termagm detailthread termaqc termais termdvf termdta termdvf termaqc termceq termaqo termddb.  termbui mentorprocess leaderprocess termavq termaxw termdsx termbls learnchoice (optionpath termcps, termcmw, termbev futureroute).  careersummary, termbec futureview optionpath termavq mentorprocess termdvx termdco optionrecord termduv termbfg effortapproach termahp.",termbec futureview optionpath termdvx termagr termdpy termdvx termbzm contextfield growthrecord planpath reviewmatch termdvx reviewmatch (termbev termdkg practicechoice termdvx effortapproach termcps termdcf).  termbec reviewfield termdzd learnguide effortapproach termcln termaxj termcns.,Group 05,Unit 01,2025
45785.57708333333,Last0894,First0894,CID0894,PERSON_0894,First0894,Last0894,Grade 6,Mentee,,,,,,,,,,,Above,"effortframe / termduz,plansignal / changeapproach,methodfield termagc","termdks & learnsummary,termcsi termbkc,termalt termctu","termcfe termdxu termalt termcnb,termdxn termcyx,termcay termdta-termahf termcyv termddb",Introvert,No preference,Structured / Process-driven / Logical,"termbec termaaa termbfx termdgn contextfield supportbridge termanz, termdfn termcqc methodeffort termddb termacs termbev effortframe. termbec termaaa termbot termdgn contextfield termcbi termdzc termcwa, termcjh focusmodel skillmodel termbev termcto termbed insightbridge.",,Group 05,Unit 09,2025
45785.618055555555,Last0446,First0446,CID0446,PERSON_0446,First0446,Last0446,Grade 5,Mentee,,,,,,,,,,,No preference,"termbtk / termajf,practicewindow termcyx / termaud growthmatch,effortframe / termduz","termdks & learnsummary,termalt termctu,termdge futureprofile","termcfe termdxu termalt termcnb,termdxn termcyx,termdxn termdxu termbhr contextgroup",Introvert,No preference,Structured / Process-driven / Logical,termbec futureview optionpath termcto careerdialog effortapproach termbhr termcxv termbev termdfn methodapproach termabv planpath termdxu termbrx. termbec futureview optionpath termcto termdge futureprofile termbev termdrb termdwm termalg effortapproach termcdi termdvx termazn studychoice termbas termbrb. termbec futureview optionpath termdvx termate termdxu termalt termcnb termbev changeshare effortapproach practicepoint.,reasonchoice/effortapproach,Group 05,Unit 04,2025
45785.597916666666,Last0895,First0895,CID0895,PERSON_0895,First0895,Last0895,Grade 8,Mentee,,,,,,,,,,,Above,"termczn termeas / reviewguide termaqk,reviewmatch optionmodel / termbwl,termako / termcqa","termcsi termbkc,termdzz termajf / skillmodel,termdge futureprofile","termcfe termdxu termalt termcnb,termdxn termcyx,termdxn termdxu termbhr contextgroup",Extrovert,No preference,Structured / Process-driven / Logical,termaum termamd termcyv termddb leaderprocess 18 termaah. termbiy termdsh termdvx termaqc termddb termciv termaqo termczl.  contextfield termdxu termawd termbec reviewfield termdzd termbut termaqc termchz termdvx termdqb termalg termdmk revieweffort termaqo termaqc termeay termclp.  mentorprocess leaderprocess methodeffort contextshare termdvf termdvx termdpc termdvx effortroute termaqc optionmodel termbrc planpath effortapproach termaxb termbqz termbec reviewfield termdzd termazn contextfield termcgr termatd termdvx.,termazb termdvx termeal.,Group 05,Unit 09,2025
45785.6375,Last0896,First0896,CID0896,PERSON_0896,First0896,Last0896,Grade 4,Mentee,,,,,,,,,,,Above,"termbtk / termajf,practicewindow termcyx / termaud growthmatch,effortframe / termduz","termcsi termbkc,termalt termctu,learnapproach","termcfe termdxu termalt termcnb,termdxn termcyx,termcay termdta-termahf termcyv termddb",Introvert,Extrovert,Creative / Explorer / Experimenter,"termbec learnguide termdvx mentoranalysis termaqc termchz termdvx termdwn planpath termavq termaxw effortsignal planpath effortapproach termbls termatp termdvf termagm. termbec termcqk effortapproach reviewroute termalg termckb termbms termakf termbyz effortsignal termdvx termdxu termazn, termbev termcjh termdvx termash termdvx termbas termaxw termafg contextfield focuseffort termbve termalg effortapproach termbls changesummary termaoq futureview termcto termagm studyguide termcez termdxu termcrj termalg termaqc termaef termeag termdef optionpath. termdvf termdta termdvf changeshare termark practicepoint leaderprocess termagm termbxd termdxu termbhr.","termdvf effortapproach termdpd-contextsummary, termbyz futureview termagr termcak termals termdxu termbrx termbhd termbot termdpd-contextsummary, termdiz termbxe termaok termaqc termckw termbqz planwindow termalg termbrg termaqc termdpd contextfield termdna effortdialog termdvx reviewfield learnmodel termczl.",Group 06,Unit 04,2025
45785.70277777778,Last0795,First0795,CID0795,PERSON_0795,First0795,Last0795,Grade 2,Mentee,,,,,,,,,,,No preference,"effortframe / termduz,reviewmatch optionmodel / termbwl,plansignal / changeapproach","termalt termctu,termbhr termaxs/termaoo careerdialog,termdge futureprofile","termcfe termdxu termalt termcnb,termdxn termcyx,termdxn termdxu termbhr contextgroup",Introvert,No preference,Structured / Process-driven / Logical,"termbec futureview optionpath termdvx termagr effortapproach termahp termakr termbec termbiz termbyz termcxp termcto termagm termaet termdxu planprofile. termbec termaaa termboe termdvx termddb, termbev termdhv termdvx termaqc impacteffort termdsx termamd termccr. termdxu termdge termaly termdvx termcjs valuepoint termbev supportinsight termalg termdxu termbwt contextfield termaqc termbrx teamchoice.",termdls,Group 03,Unit 04,2025
